dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,dry,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr,irr
1.0335247922761,1.08860484855443,1.08860484855443,1.08860484855443,1.08860484855443,1.0335247922761,1.0335247922761,1.11143381514157,1.11143381514157,1.0335247922761,1.0335247922761,1.0335247922761,1.0335247922761,1.0335247922761,1.0335247922761,1.0335247922761,1.06035539006166,1.06035539006166,0.932908974376997,1.06035539006166,1.06035539006166,0.932908974376997,1.0335247922761,1.0335247922761,1.0335247922761,1.0335247922761,1.0335247922761,1.0335247922761,1,1,1.0335247922761,1.0335247922761,1.0335247922761,1.0335247922761,1.06704958455219,1.17720969710885,1.17720969710885,1.17720969710885,1.17720969710885,1.06704958455219,1.06704958455219,1.22286763028313,1.22286763028313,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.12071078012331,1.12071078012331,0.870319154473141,1.12071078012331,1.12071078012331,0.870319154473141,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1,1,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219
1.03724976919566,1.09844983172714,1.09844983172714,1.09844983172714,1.09844983172714,1.03724976919566,1.03724976919566,1.12381535015729,1.12381535015729,1.03724976919566,1.03724976919566,1.03724976919566,1.03724976919566,1.03724976919566,1.03724976919566,1.03724976919566,1.06706154451295,1.06706154451295,0.925737973637624,1.06706154451295,1.06706154451295,0.925737973637624,1.03724976919566,1.03724976919566,1.03724976919566,1.03724976919566,1.03724976919566,1.03724976919566,1,1,1.03724976919566,1.03724976919566,1.03724976919566,1.03724976919566,1.07449953839133,1.19689966345428,1.19689966345428,1.19689966345428,1.19689966345428,1.07449953839133,1.07449953839133,1.24763070031459,1.24763070031459,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.1341230890259,1.1341230890259,0.856990795834694,1.1341230890259,1.1341230890259,0.856990795834694,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1,1,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133
1.04097474611523,1.10829481489986,1.10829481489986,1.10829481489986,1.10829481489986,1.04097474611523,1.04097474611523,1.13619688517302,1.13619688517302,1.04097474611523,1.04097474611523,1.04097474611523,1.04097474611523,1.04097474611523,1.04097474611523,1.04097474611523,1.07376769896425,1.07376769896425,0.91862209430132,1.07376769896425,1.07376769896425,0.91862209430132,1.04097474611523,1.04097474611523,1.04097474611523,1.04097474611523,1.04097474611523,1.04097474611523,1,1,1.04097474611523,1.04097474611523,1.04097474611523,1.04097474611523,1.08194949223046,1.21658962979971,1.21658962979971,1.21658962979971,1.21658962979971,1.08194949223046,1.08194949223046,1.27239377034605,1.27239377034605,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.14753539792849,1.14753539792849,0.843866552138544,1.14753539792849,1.14753539792849,0.843866552138544,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1,1,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046
1.0446997230348,1.11813979807257,1.11813979807257,1.11813979807257,1.11813979807257,1.0446997230348,1.0446997230348,1.14857842018875,1.14857842018875,1.0446997230348,1.0446997230348,1.0446997230348,1.0446997230348,1.0446997230348,1.0446997230348,1.0446997230348,1.08047385341554,1.08047385341554,0.911560912665847,1.08047385341554,1.08047385341554,0.911560912665847,1.0446997230348,1.0446997230348,1.0446997230348,1.0446997230348,1.0446997230348,1.0446997230348,1,1,1.0446997230348,1.0446997230348,1.0446997230348,1.0446997230348,1.08939944606959,1.23627959614514,1.23627959614514,1.23627959614514,1.23627959614514,1.08939944606959,1.08939944606959,1.29715684037751,1.29715684037751,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.16094770683108,1.16094770683108,0.830943297500192,1.16094770683108,1.16094770683108,0.830943297500192,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1,1,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959
1.04842469995436,1.12798478124528,1.12798478124528,1.12798478124528,1.12798478124528,1.04842469995436,1.04842469995436,1.16095995520448,1.16095995520448,1.04842469995436,1.04842469995436,1.04842469995436,1.04842469995436,1.04842469995436,1.04842469995436,1.04842469995436,1.08718000786684,1.08718000786684,0.904554008285839,1.08718000786684,1.08718000786684,0.904554008285839,1.04842469995436,1.04842469995436,1.04842469995436,1.04842469995436,1.04842469995436,1.04842469995436,1,1,1.04842469995436,1.04842469995436,1.04842469995436,1.04842469995436,1.09684939990872,1.25596956249057,1.25596956249057,1.25596956249057,1.25596956249057,1.09684939990872,1.09684939990872,1.32191991040897,1.32191991040897,1.09684939990872,1.09684939990872,1.09684939990872,1.09684939990872,1.09684939990872,1.09684939990872,1.09684939990872,1.17436001573367,1.17436001573367,0.818217953905978,1.17436001573367,1.17436001573367,0.818217953905978,1.09684939990872,1.09684939990872,1.09684939990872,1.09684939990872,1.09684939990872,1.09684939990872,1,1,1.09684939990872,1.09684939990872,1.09684939990872,1.09684939990872
1.05214967687393,1.137829764418,1.137829764418,1.137829764418,1.137829764418,1.05214967687393,1.05214967687393,1.17334149022021,1.17334149022021,1.05214967687393,1.05214967687393,1.05214967687393,1.05214967687393,1.05214967687393,1.05214967687393,1.05214967687393,1.09388616231813,1.09388616231813,0.897600963947775,1.09388616231813,1.09388616231813,0.897600963947775,1.05214967687393,1.05214967687393,1.05214967687393,1.05214967687393,1.05214967687393,1.05214967687393,1,1,1.05214967687393,1.05214967687393,1.05214967687393,1.05214967687393,1.10429935374786,1.275659528836,1.275659528836,1.275659528836,1.275659528836,1.10429935374786,1.10429935374786,1.34668298044043,1.34668298044043,1.10429935374786,1.10429935374786,1.10429935374786,1.10429935374786,1.10429935374786,1.10429935374786,1.10429935374786,1.18777232463626,1.18777232463626,0.805687490479976,1.18777232463626,1.18777232463626,0.805687490479976,1.10429935374786,1.10429935374786,1.10429935374786,1.10429935374786,1.10429935374786,1.10429935374786,1,1,1.10429935374786,1.10429935374786,1.10429935374786,1.10429935374786
1.05587465379349,1.14767474759071,1.14767474759071,1.14767474759071,1.14767474759071,1.05587465379349,1.05587465379349,1.18572302523594,1.18572302523594,1.05587465379349,1.05587465379349,1.05587465379349,1.05587465379349,1.05587465379349,1.05587465379349,1.05587465379349,1.10059231676943,1.10059231676943,0.890701365645132,1.10059231676943,1.10059231676943,0.890701365645132,1.05587465379349,1.05587465379349,1.05587465379349,1.05587465379349,1.05587465379349,1.05587465379349,1,1,1.05587465379349,1.05587465379349,1.05587465379349,1.05587465379349,1.11174930758699,1.29534949518142,1.29534949518142,1.29534949518142,1.29534949518142,1.11174930758699,1.11174930758699,1.37144605047188,1.37144605047188,1.11174930758699,1.11174930758699,1.11174930758699,1.11174930758699,1.11174930758699,1.11174930758699,1.11174930758699,1.20118463353885,1.20118463353885,0.793348922762104,1.20118463353885,1.20118463353885,0.793348922762104,1.11174930758699,1.11174930758699,1.11174930758699,1.11174930758699,1.11174930758699,1.11174930758699,1,1,1.11174930758699,1.11174930758699,1.11174930758699,1.11174930758699
1.05959963071306,1.15751973076343,1.15751973076343,1.15751973076343,1.15751973076343,1.05959963071306,1.05959963071306,1.19810456025167,1.19810456025167,1.05959963071306,1.05959963071306,1.05959963071306,1.05959963071306,1.05959963071306,1.05959963071306,1.05959963071306,1.10729847122072,1.10729847122072,0.883854802553736,1.10729847122072,1.10729847122072,0.883854802553736,1.05959963071306,1.05959963071306,1.05959963071306,1.05959963071306,1.05959963071306,1.05959963071306,1,1,1.05959963071306,1.05959963071306,1.05959963071306,1.05959963071306,1.11919926142612,1.31503946152685,1.31503946152685,1.31503946152685,1.31503946152685,1.11919926142612,1.11919926142612,1.39620912050334,1.39620912050334,1.11919926142612,1.11919926142612,1.11919926142612,1.11919926142612,1.11919926142612,1.11919926142612,1.11919926142612,1.21459694244144,1.21459694244144,0.781199311997304,1.21459694244144,1.21459694244144,0.781199311997304,1.11919926142612,1.11919926142612,1.11919926142612,1.11919926142612,1.11919926142612,1.11919926142612,1,1,1.11919926142612,1.11919926142612,1.11919926142612,1.11919926142612
1.06332460763263,1.16736471393614,1.16736471393614,1.16736471393614,1.16736471393614,1.06332460763263,1.06332460763263,1.2104860952674,1.2104860952674,1.06332460763263,1.06332460763263,1.06332460763263,1.06332460763263,1.06332460763263,1.06332460763263,1.06332460763263,1.11400462567202,1.11400462567202,0.877060867007298,1.11400462567202,1.11400462567202,0.877060867007298,1.06332460763263,1.06332460763263,1.06332460763263,1.06332460763263,1.06332460763263,1.06332460763263,1,1,1.06332460763263,1.06332460763263,1.06332460763263,1.06332460763263,1.12664921526525,1.33472942787228,1.33472942787228,1.33472942787228,1.33472942787228,1.12664921526525,1.12664921526525,1.4209721905348,1.4209721905348,1.12664921526525,1.12664921526525,1.12664921526525,1.12664921526525,1.12664921526525,1.12664921526525,1.12664921526525,1.22800925134403,1.22800925134403,0.769235764435592,1.22800925134403,1.22800925134403,0.769235764435592,1.12664921526525,1.12664921526525,1.12664921526525,1.12664921526525,1.12664921526525,1.12664921526525,1,1,1.12664921526525,1.12664921526525,1.12664921526525,1.12664921526525
1.06704958455219,1.17720969710885,1.17720969710885,1.17720969710885,1.17720969710885,1.06704958455219,1.06704958455219,1.22286763028313,1.22286763028313,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.12071078012331,1.12071078012331,0.870319154473141,1.12071078012331,1.12071078012331,0.870319154473141,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1,1,1.06704958455219,1.06704958455219,1.06704958455219,1.06704958455219,1.13409916910439,1.35441939421771,1.35441939421771,1.35441939421771,1.35441939421771,1.13409916910439,1.13409916910439,1.44573526056626,1.44573526056626,1.13409916910439,1.13409916910439,1.13409916910439,1.13409916910439,1.13409916910439,1.13409916910439,1.13409916910439,1.24142156024662,1.24142156024662,0.757455430642843,1.24142156024662,1.24142156024662,0.757455430642843,1.13409916910439,1.13409916910439,1.13409916910439,1.13409916910439,1.13409916910439,1.13409916910439,1,1,1.13409916910439,1.13409916910439,1.13409916910439,1.13409916910439
1.07077456147176,1.18705468028157,1.18705468028157,1.18705468028157,1.18705468028157,1.07077456147176,1.07077456147176,1.23524916529886,1.23524916529886,1.07077456147176,1.07077456147176,1.07077456147176,1.07077456147176,1.07077456147176,1.07077456147176,1.07077456147176,1.12741693457461,1.12741693457461,0.863629263528115,1.12741693457461,1.12741693457461,0.863629263528115,1.07077456147176,1.07077456147176,1.07077456147176,1.07077456147176,1.07077456147176,1.07077456147176,1,1,1.07077456147176,1.07077456147176,1.07077456147176,1.07077456147176,1.14154912294352,1.37410936056314,1.37410936056314,1.37410936056314,1.37410936056314,1.14154912294352,1.14154912294352,1.47049833059772,1.47049833059772,1.14154912294352,1.14154912294352,1.14154912294352,1.14154912294352,1.14154912294352,1.14154912294352,1.14154912294352,1.25483386914921,1.25483386914921,0.745855504822115,1.25483386914921,1.25483386914921,0.745855504822115,1.14154912294352,1.14154912294352,1.14154912294352,1.14154912294352,1.14154912294352,1.14154912294352,1,1,1.14154912294352,1.14154912294352,1.14154912294352,1.14154912294352
1.07449953839133,1.19689966345428,1.19689966345428,1.19689966345428,1.19689966345428,1.07449953839133,1.07449953839133,1.24763070031459,1.24763070031459,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.1341230890259,1.1341230890259,0.856990795834694,1.1341230890259,1.1341230890259,0.856990795834694,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1,1,1.07449953839133,1.07449953839133,1.07449953839133,1.07449953839133,1.14899907678265,1.39379932690857,1.39379932690857,1.39379932690857,1.39379932690857,1.14899907678265,1.14899907678265,1.49526140062918,1.49526140062918,1.14899907678265,1.14899907678265,1.14899907678265,1.14899907678265,1.14899907678265,1.14899907678265,1.14899907678265,1.2682461780518,1.2682461780518,0.734433224145382,1.2682461780518,1.2682461780518,0.734433224145382,1.14899907678265,1.14899907678265,1.14899907678265,1.14899907678265,1.14899907678265,1.14899907678265,1,1,1.14899907678265,1.14899907678265,1.14899907678265,1.14899907678265
1.07822451531089,1.206744646627,1.206744646627,1.206744646627,1.206744646627,1.07822451531089,1.07822451531089,1.26001223533032,1.26001223533032,1.07822451531089,1.07822451531089,1.07822451531089,1.07822451531089,1.07822451531089,1.07822451531089,1.07822451531089,1.1408292434772,1.1408292434772,0.850403356117254,1.1408292434772,1.1408292434772,0.850403356117254,1.07822451531089,1.07822451531089,1.07822451531089,1.07822451531089,1.07822451531089,1.07822451531089,1,1,1.07822451531089,1.07822451531089,1.07822451531089,1.07822451531089,1.15644903062178,1.41348929325399,1.41348929325399,1.41348929325399,1.41348929325399,1.15644903062178,1.15644903062178,1.52002447066064,1.52002447066064,1.15644903062178,1.15644903062178,1.15644903062178,1.15644903062178,1.15644903062178,1.15644903062178,1.15644903062178,1.28165848695439,1.28165848695439,0.72318586809549,1.28165848695439,1.28165848695439,0.72318586809549,1.15644903062178,1.15644903062178,1.15644903062178,1.15644903062178,1.15644903062178,1.15644903062178,1,1,1.15644903062178,1.15644903062178,1.15644903062178,1.15644903062178
1.08194949223046,1.21658962979971,1.21658962979971,1.21658962979971,1.21658962979971,1.08194949223046,1.08194949223046,1.27239377034605,1.27239377034605,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.14753539792849,1.14753539792849,0.843866552138544,1.14753539792849,1.14753539792849,0.843866552138544,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1,1,1.08194949223046,1.08194949223046,1.08194949223046,1.08194949223046,1.16389898446092,1.43317925959942,1.43317925959942,1.43317925959942,1.43317925959942,1.16389898446092,1.16389898446092,1.5447875406921,1.5447875406921,1.16389898446092,1.16389898446092,1.16389898446092,1.16389898446092,1.16389898446092,1.16389898446092,1.16389898446092,1.29507079585698,1.29507079585698,0.712110757818194,1.29507079585698,1.29507079585698,0.712110757818194,1.16389898446092,1.16389898446092,1.16389898446092,1.16389898446092,1.16389898446092,1.16389898446092,1,1,1.16389898446092,1.16389898446092,1.16389898446092,1.16389898446092
1.08567446915002,1.22643461297242,1.22643461297242,1.22643461297242,1.22643461297242,1.08567446915002,1.08567446915002,1.28477530536178,1.28477530536178,1.08567446915002,1.08567446915002,1.08567446915002,1.08567446915002,1.08567446915002,1.08567446915002,1.08567446915002,1.15424155237979,1.15424155237979,0.837379994676323,1.15424155237979,1.15424155237979,0.837379994676323,1.08567446915002,1.08567446915002,1.08567446915002,1.08567446915002,1.08567446915002,1.08567446915002,1,1,1.08567446915002,1.08567446915002,1.08567446915002,1.08567446915002,1.17134893830005,1.45286922594485,1.45286922594485,1.45286922594485,1.45286922594485,1.17134893830005,1.17134893830005,1.56955061072356,1.56955061072356,1.17134893830005,1.17134893830005,1.17134893830005,1.17134893830005,1.17134893830005,1.17134893830005,1.17134893830005,1.30848310475957,1.30848310475957,0.701205255484119,1.30848310475957,1.30848310475957,0.701205255484119,1.17134893830005,1.17134893830005,1.17134893830005,1.17134893830005,1.17134893830005,1.17134893830005,1,1,1.17134893830005,1.17134893830005,1.17134893830005,1.17134893830005
1.08939944606959,1.23627959614514,1.23627959614514,1.23627959614514,1.23627959614514,1.08939944606959,1.08939944606959,1.29715684037751,1.29715684037751,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.16094770683108,1.16094770683108,0.830943297500192,1.16094770683108,1.16094770683108,0.830943297500192,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1,1,1.08939944606959,1.08939944606959,1.08939944606959,1.08939944606959,1.17879889213918,1.47255919229028,1.47255919229028,1.47255919229028,1.47255919229028,1.17879889213918,1.17879889213918,1.59431368075501,1.59431368075501,1.17879889213918,1.17879889213918,1.17879889213918,1.17879889213918,1.17879889213918,1.17879889213918,1.17879889213918,1.32189541366216,1.32189541366216,0.690466763660492,1.32189541366216,1.32189541366216,0.690466763660492,1.17879889213918,1.17879889213918,1.17879889213918,1.17879889213918,1.17879889213918,1.17879889213918,1,1,1.17879889213918,1.17879889213918,1.17879889213918,1.17879889213918
